共青团中央=>2022-12-21 12:50:58=>82=>“都知道你朴实勤勉，却不知你曾战功赫赫。你把奖章深藏在箱底，对战友的怀念深藏心底。从不居功索取，只为坚守使命初心，默默奉献。于国于民，你是忠诚伟大的士兵。”<span class="url-icon"><img alt=[泪] src="https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png" style="width:1em; height:1em;" /></span>
korea00820082=>2022-12-21 12:51:51=>17=>致敬人民英雄
河南农业大学团委=>2022-12-21 13:16:38=>8=>张老为贫困山区奉献一生，深藏功与名。晓晓向老英雄致敬！<span class="url-icon"><img alt=[蜡烛] src="https://h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-afb8e4fbdc.png" style="width:1em; height:1em;" /></span>
妮不芒=>2022-12-21 12:50:22=>5=>致敬英雄
天大周杰伦=>2022-12-21 12:49:36=>6=>伟大的共产主义战士<span class="url-icon"><img alt=[悲伤] src="https://h5.sinaimg.cn/m/emoticon/icon/default/d_beishang-c95268c034.png" style="width:1em; height:1em;" /></span>
爱逸菲浅Luck=>2022-12-21 12:50:55=>4=>致敬英雄！
因你在山中_=>2022-12-21 13:05:37=>3=>朴实无华，默默奉献，将青春与功名都藏在心底。坚守本心，勿忘使命，您永远是最伟大的士兵<span class="url-icon"><img alt=[泪] src="https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[泪] src="https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[泪] src="https://h5.sinaimg.cn/m/emoticon/icon/default/d_lei-4cdf6ee412.png" style="width:1em; height:1em;" /></span>
蜗牛在追王心凌=>2022-12-21 12:54:19=>3=>致敬英雄
有钱满满DAYTOY=>2022-12-21 14:50:19=>1=>致敬时代楷模！<span class="url-icon"><img alt=[鲜花] src="https://h5.sinaimg.cn/m/emoticon/icon/others/w_xianhua-f902c37199.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[鲜花] src="https://h5.sinaimg.cn/m/emoticon/icon/others/w_xianhua-f902c37199.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[鲜花] src="https://h5.sinaimg.cn/m/emoticon/icon/others/w_xianhua-f902c37199.png" style="width:1em; height:1em;" /></span>
love白鹿的崽=>2022-12-21 13:58:08=>1=>致敬
若初见Tanny=>2022-12-21 17:58:24=>1=>致敬时代楷模
爱吃腌菜膏的0329=>2022-12-21 15:04:24=>1=>送别英雄<span class="url-icon"><img alt=[蜡烛] src="https://h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-afb8e4fbdc.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[蜡烛] src="https://h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-afb8e4fbdc.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[蜡烛] src="https://h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-afb8e4fbdc.png" style="width:1em; height:1em;" /></span>
丨熹微丶=>2022-12-21 14:08:56=>1=>一路走好<span class="url-icon"><img alt=[蜡烛] src="https://h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-afb8e4fbdc.png" style="width:1em; height:1em;" /></span>
风寄颂语=>2022-12-21 13:33:19=>1=>致敬人民英雄
紫雨萱香E=>2022-12-21 13:07:01=>1=>致敬！！
Kasimiliety=>2022-12-21 13:06:48=>1=>致敬
往后的日子财源滚滚来=>2022-12-21 13:05:36=>1=>一路走好<span class="url-icon"><img alt=[蜡烛] src="https://h5.sinaimg.cn/m/emoticon/icon/others/o_lazhu-afb8e4fbdc.png" style="width:1em; height:1em;" /></span>
优秀fa=>2022-12-21 18:26:31=>1=>致敬英雄
小雨_momo=>2022-12-21 15:23:05=>1=>致敬时代楷模🫡
wxl久伴i=>2022-12-22 17:02:39=>0=>致敬
白开水也亭甜_=>2022-12-22 15:20:08=>0=>致敬英雄！
