广西共青团=>2022-05-02 10:59:39=>34=>笃定信念，不负韶华！<span class="url-icon"><img alt=[鲜花] src="https://h5.sinaimg.cn/m/emoticon/icon/others/w_xianhua-f902c37199.png" style="width:1em; height:1em;" /></span>
成都共青团=>2022-05-02 11:32:09=>27=><a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E4%BA%94%E5%9B%9B%E4%B8%BB%E9%A2%98%E5%BE%AE%E7%94%B5%E5%BD%B1%E7%AC%83%E5%AE%9A%23&extparam=%23%E4%BA%94%E5%9B%9B%E4%B8%BB%E9%A2%98%E5%BE%AE%E7%94%B5%E5%BD%B1%E7%AC%83%E5%AE%9A%23" data-hide=""><span class="surl-text">#五四主题微电影笃定#</span></a>，致不负韶华的新一代青年[团宝]
ID喝奶茶的小糖糕=>2022-05-02 10:31:40=>21=>笃定信念，不负韶华！
龏奭嚻艸=>2022-05-02 10:28:01=>18=>笃定信念，不负韶华！<span class="url-icon"><img alt=[心] src="https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[心] src="https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[心] src="https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png" style="width:1em; height:1em;" /></span>
余万斯年=>2022-05-03 10:57:20=>15=>中国新一代的青年就是要有担当，坚定使命。勇敢去做自己认为对的事情<span class="url-icon"><img alt=[爱你] src="https://h5.sinaimg.cn/m/emoticon/icon/default/d_aini-09d5f3f870.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[爱你] src="https://h5.sinaimg.cn/m/emoticon/icon/default/d_aini-09d5f3f870.png" style="width:1em; height:1em;" /></span>
玛卡巴卡9546=>2022-05-03 11:24:47=>11=>生如蝼蚁当立鸿鹄之志，命如薄纸应有不屈之心 <a  href="https://weibo.cn/sinaurl?u=https%3A%2F%2Fwx3.sinaimg.cn%2Flarge%2F008eEJGmly1h1n1dwwc7ag306n06ndfr.gif" data-hide=""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/01/21/20/timeline_card_small_photo_default.png'></span><span class="surl-text">评论配图</span></a>
暴力小青年啊啊啊啊=>2022-05-02 21:58:47=>18=>不忘初心，牢记使命，我们一定要铭记在心呀，他们都是很伟大的
左慈大仙儿=>2022-05-02 10:27:16=>8=>恭喜成立100周年<span class="url-icon"><img alt="[报税]" src="https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/0f/2022_baoshui_org.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt="[报税]" src="https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/0f/2022_baoshui_org.png" style="width:1em; height:1em;" /></span>
Qi琦YY=>2022-05-03 11:22:49=>10=>明天就是五四青年节了，希望所有的青年节日快乐<span class="url-icon"><img alt=[心] src="https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png" style="width:1em; height:1em;" /></span>
邵阳共青团=>2022-05-02 10:26:03=>5=>笃定信念，不负韶华！
Sakurrako=>2022-05-03 10:56:46=>10=>一起庆祝中国青共团成立100周年，让我们笃定信念，不负韶华，向他们致敬。<span class="url-icon"><img alt=[心] src="https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png" style="width:1em; height:1em;" /></span>
怪兽00921=>2022-05-03 11:25:44=>8=>好青年有朝气，奋斗向前；好青年有活力，激情不断；好青年有信心，宏图大展；好青年有理想，创造明天；五四青年节，做四好青年 <a  href="https://weibo.cn/sinaurl?u=https%3A%2F%2Fwx3.sinaimg.cn%2Flarge%2Fb10c1bc2ly1h1jhwdoiwjg208c08c0y9.gif" data-hide=""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/01/21/20/timeline_card_small_photo_default.png'></span><span class="surl-text">评论配图</span></a>
西藏共青团=>2022-05-02 12:13:27=>2=><a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E4%BA%94%E5%9B%9B%E4%B8%BB%E9%A2%98%E5%BE%AE%E7%94%B5%E5%BD%B1%E7%AC%83%E5%AE%9A%23&extparam=%23%E4%BA%94%E5%9B%9B%E4%B8%BB%E9%A2%98%E5%BE%AE%E7%94%B5%E5%BD%B1%E7%AC%83%E5%AE%9A%23" data-hide=""><span class="surl-text">#五四主题微电影笃定#</span></a>，致不负韶华的新一代青年[团宝]
