原子传说=>2023-05-15 15:45:05=>26=>大胆！自由民主的国家怎么可能造假！肯定是你们的结果不对<span class="url-icon"><img alt=[doge] src="https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-be7f768d78.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[doge] src="https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-be7f768d78.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[doge] src="https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-be7f768d78.png" style="width:1em; height:1em;" /></span>
争渡不知归处=>2023-05-15 14:04:49=>9=>哇<span class="url-icon"><img alt="[哇]" src="https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/3d/2022_wow_org.png" style="width:1em; height:1em;" /></span><a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%8D%97%E5%A4%A7%E5%9B%A2%E9%98%9F%E6%8E%A8%E7%BF%BB%E7%BE%8E%E5%9B%BD%E5%AE%A4%E6%B8%A9%E8%B6%85%E5%AF%BC%E6%9C%80%E6%96%B0%E7%A0%94%E7%A9%B6%E6%88%90%E6%9E%9C%23&extparam=%23%E5%8D%97%E5%A4%A7%E5%9B%A2%E9%98%9F%E6%8E%A8%E7%BF%BB%E7%BE%8E%E5%9B%BD%E5%AE%A4%E6%B8%A9%E8%B6%85%E5%AF%BC%E6%9C%80%E6%96%B0%E7%A0%94%E7%A9%B6%E6%88%90%E6%9E%9C%23" data-hide=""><span class="surl-text">#南大团队推翻美国室温超导最新研究成果#</span></a>
61号星系=>2023-05-15 14:03:47=>4=>好厉害！
TTian_Dou=>2023-05-15 17:39:24=>2=><span class="url-icon"><img alt=[心] src="https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[心] src="https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png" style="width:1em; height:1em;" /></span>
believablehua=>2023-05-15 14:52:10=>2=>一个字，牛！
HULU123657=>2023-05-15 14:51:00=>2=>为啥不能让青年人尽量都入团，而是一点点名额大家挣，人为内卷，有违初心吧！
一个长头发一个短头发=>2023-05-15 19:20:10=>1=>科研是站在巨人的肩膀上前进的，需要这种敢于质疑的精神。
行动的起点是逻辑=>2023-05-15 21:03:40=>0=><span class="url-icon"><img alt=[打脸] src="https://h5.sinaimg.cn/m/emoticon/icon/default/d_dalian-306eefb12a.png" style="width:1em; height:1em;" /></span>抽哪儿边？美利坚就剩谎言了。
出色=>2023-05-15 14:53:03=>1=>好厉害<span class="url-icon"><img alt=[good] src="https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png" style="width:1em; height:1em;" /></span>
兔咪想睡觉=>2023-05-15 14:04:06=>0=>哇
赵客缦胡缨200603=>2023-05-16 07:54:21=>2=>印度老表表示很淦
超超之孙2号=>2023-05-16 18:02:30=>0=>被抽了几遍了？
菠萝奶妍=>2023-05-15 21:33:14=>0=><span class="url-icon"><img alt=[good] src="https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[good] src="https://h5.sinaimg.cn/m/emoticon/icon/others/h_good-0c51afc69c.png" style="width:1em; height:1em;" /></span>
活在当下自由自在=>2023-05-15 15:46:46=>0=>好厉害
你如星辰般闪耀=>2023-05-15 15:18:04=>0=>好厉害<span class="url-icon"><img alt="[哇]" src="https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/3d/2022_wow_org.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt="[哇]" src="https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/3d/2022_wow_org.png" style="width:1em; height:1em;" /></span>
半勺小奶酪lia=>2023-05-15 14:55:03=>0=>好厉害<span class="url-icon"><img alt=[鲜花] src="https://h5.sinaimg.cn/m/emoticon/icon/others/w_xianhua-f902c37199.png" style="width:1em; height:1em;" /></span>
灰眼de猫=>2023-05-15 14:49:16=>1=>什么叫科学严谨，这就叫科学严谨！
沁酱_尼糯米_竹馬總武線=>2023-05-15 14:32:21=>0=>君酱_ARASHI_尼糯米
许先生喜欢的人就在眼前=>2023-05-15 14:31:11=>1=>虽然看不懂，但是确实觉得牛逼<span class="url-icon"><img alt=[二哈] src="https://h5.sinaimg.cn/m/emoticon/icon/others/d_erha-139d0e07bd.png" style="width:1em; height:1em;" /></span>
一阵晚风吹2023=>2023-05-15 14:27:54=>0=><span class="url-icon"><img alt="[赢牛奶]" src="https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/9c/2021_yingniunai_org.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt="[赢牛奶]" src="https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/9c/2021_yingniunai_org.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt="[赢牛奶]" src="https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/9c/2021_yingniunai_org.png" style="width:1em; height:1em;" /></span>
bb1A王=>2023-05-15 14:25:51=>0=>优秀!
一霎桃花雨=>2023-05-15 14:15:32=>0=><span class="url-icon"><img alt=[鲜花] src="https://h5.sinaimg.cn/m/emoticon/icon/others/w_xianhua-f902c37199.png" style="width:1em; height:1em;" /></span>
史俊ZoRRo=>2023-05-15 14:14:29=>0=>优秀
BononSennyo=>2023-05-15 14:07:13=>0=>好！！！<span class="url-icon"><img alt=[打call] src="https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[打call] src="https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[打call] src="https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png" style="width:1em; height:1em;" /></span>
