暖暖有个游乐园=>2023-04-21 22:54:30=>42=>不要被韩国人看到了
大猫狗粮-=>2023-04-21 22:50:35=>22=>四书:《大学》《中庸》《孟子》《论语》<span class="url-icon"><img alt="[送花花]" src="https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/cb/2022_Flowers_org.png" style="width:1em; height:1em;" /></span>
The可丽饼8=>2023-04-21 22:51:56=>16=>二十四节气！节气歌我现在还会背：春雨惊春清谷天，夏满芒夏暑相连。秋处露秋寒霜降，冬雪雪冬小大寒。<span class="url-icon"><img alt=[偷乐] src="https://h5.sinaimg.cn/m/emoticon/icon/lxh/lxh_toule-244c58c525.png" style="width:1em; height:1em;" /></span>
无重力少女小易=>2023-04-21 22:51:17=>16=>文房四宝，笔墨纸砚<span class="url-icon"><img alt=[打call] src="https://h5.sinaimg.cn/m/emoticon/icon/default/fb_a1dacall-1e0c4593fc.png" style="width:1em; height:1em;" /></span>
小圆星球-=>2023-04-21 22:51:02=>13=>四书：《大学》《中庸》《论语》和《孟子》；五经：《诗经》《尚书》《礼记》《易经》《春秋》
废话八毛一条=>2023-04-21 22:50:40=>18=>五音：宫商角徵羽
单依纯好想退休=>2023-04-21 22:50:55=>11=>科举有大三元小三元<span class="url-icon"><img alt="[哇]" src="https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/3d/2022_wow_org.png" style="width:1em; height:1em;" /></span>
森眠长夏_=>2023-04-21 23:01:48=>7=>“九州”最早出现先秦时期典籍《尚书·禹贡》中，是中国汉族先民自古以来的民族地域概念。“九州”分别是：冀州、兖州、青州、徐州、扬州、荆州、豫州、梁州、雍州。
小圆星球-=>2023-04-21 22:58:26=>7=>俺的看家本领来啦！团团我还知道元代四大戏剧！关汉卿《窦娥冤》、王实甫《西厢记》、汤显祖《牡丹亭》、洪升《长生殿》！（南洪北孔是指洪升和孔尚任）
郑彬的柠檬茶=>2023-04-22 08:26:59=>4=>直接上书<span class="url-icon"><img alt=[馋嘴] src="https://h5.sinaimg.cn/m/emoticon/icon/default/d_chanzui-fc1acc341b.png" style="width:1em; height:1em;" /></span>
羽硕1219=>2023-04-21 23:17:31=>4=>历史朝代：夏商与西周，东周分两段，春秋和战国，一统秦两汉，三分魏蜀吴，二晋前后延，南北朝并立，隋唐五代传，宋元明清后，皇朝至此完<span class="url-icon"><img alt=[小黄人高兴] src="https://h5.sinaimg.cn/m/emoticon/icon/movies/minions_gaoxing-22248abca8.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[小黄人高兴] src="https://h5.sinaimg.cn/m/emoticon/icon/movies/minions_gaoxing-22248abca8.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[小黄人高兴] src="https://h5.sinaimg.cn/m/emoticon/icon/movies/minions_gaoxing-22248abca8.png" style="width:1em; height:1em;" /></span>
我讨厌吃柠檬=>2023-04-22 08:50:35=>4=>压轴一般指的是倒数第2名
蜗牛在追王心凌=>2023-04-21 22:55:29=>2=>我在评论区里学知识<span class="url-icon"><img alt=[心] src="https://h5.sinaimg.cn/m/emoticon/icon/others/l_xin-43af9086c0.png" style="width:1em; height:1em;" /></span>
雪漫柳枝=>2023-04-22 00:31:23=>1=>我听
鹰眼看视界=>2023-04-21 23:47:30=>1=>五行八卦
随缘相聚-随遇而安=>2023-04-21 23:14:39=>1=>晚安团团<span class="url-icon"><img alt=[月亮] src="https://h5.sinaimg.cn/m/emoticon/icon/others/w_yueliang-ec756dd13a.png" style="width:1em; height:1em;" /></span>
夜落寻雨=>2023-04-21 22:58:02=>3=>说文解字
昭逢杼艺=>2023-04-21 22:58:00=>1=>哇
望浮金=>2023-04-21 22:56:39=>1=>好的问到盲区了<span class="url-icon"><img alt=[微笑] src="https://h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-0be7e6251f.png" style="width:1em; height:1em;" /></span>这就回去恶补<span class="url-icon"><img alt=[二哈] src="https://h5.sinaimg.cn/m/emoticon/icon/others/d_erha-139d0e07bd.png" style="width:1em; height:1em;" /></span><span class="url-icon"><img alt=[二哈] src="https://h5.sinaimg.cn/m/emoticon/icon/others/d_erha-139d0e07bd.png" style="width:1em; height:1em;" /></span>明天来答<span class="url-icon"><img alt="[奋斗]" src="https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/23/2022_Struggle_org.png" style="width:1em; height:1em;" /></span>
小圆星球-=>2023-04-21 22:53:14=>1=>五音：宫、商、角、徵、羽
呼呼pkpk_=>2023-04-21 22:51:24=>3=>六艺 : 礼、乐、射、御、书、数
咸鱼倪倪子=>2023-04-21 22:49:55=>1=>晚安，团团<span class="url-icon"><img alt="[奋斗]" src="https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/23/2022_Struggle_org.png" style="width:1em; height:1em;" /></span>
